2025_rank,2024_rank,university,alpha_2,academic_reputation,employer_reputation,faculty_student,citations_per_faculty,international_faculty,international_students,international_research_network,employment_outcomes,sustainability,qs_overall_score
901-950,901-950,Wroclaw University of Science and Technology (WRUST),PL,11.7,18.9,33.7,5.3,3.4,5.0,55.5,3.2,1.3,-
901-950,1001-1200,Yerevan State University,AM,7.0,2.9,51.4,1.3,5.1,1.7,20.0,87.4,1.0,-
901-950,801-850,Yokohama City University,JP,3.4,2.4,96.2,10.3,5.4,2.4,10.5,3.1,1.0,-
951-1000,801-850,Almaty Technological University,KZ,6.2,4.2,88.1,1.0,25.0,4.8,2.9,3.3,1.1,-
951-1000,901-950,Athens University of Economics and Business,GR,7.6,29.3,1.7,20.0,1.6,3.1,14.0,20.9,2.4,-
951-1000,801-850,Auburn University,US,7.1,7.7,7.6,17.2,27.6,6.0,54.7,16.4,10.9,-
951-1000,1001-1200,Baku State University,AZ,12.9,5.5,41.7,1.4,5.3,2.2,16.7,47.7,1.3,-
951-1000,1001-1200,Bina Nusantara University (BINUS),ID,12.5,21.8,19.9,2.1,34.7,4.3,10.7,12.9,4.1,-
951-1000,801-850,Clark University,US,2.6,2.5,18.9,16.7,13.2,84.7,20.2,13.6,6.5,-
951-1000,851-900,Clemson University,US,7.3,7.0,12.6,15.2,11.6,5.2,78.5,7.7,12.3,-
951-1000,901-950,D. Serikbayev East Kazakhstan state technical university,KZ,13.0,7.7,64.2,1.2,14.4,2.5,2.4,3.5,1.3,-
951-1000,1001-1200,Ferdowsi University of Mashhad,IR,7.0,6.0,3.5,28.2,1.3,7.1,71.7,5.2,1.7,-
951-1000,1001-1200,Financial University under the Government of the Russian Federation,RU,5.3,9.9,39.3,1.6,4.7,19.4,32.4,47.7,5.1,-
951-1000,901-950,Hallym University ,KR,2.8,1.8,94.4,6.9,3.8,2.2,5.7,1.7,1.1,-
951-1000,731-740,Indian Institute of Technology Bhubaneswar,IN,4.3,3.5,10.0,50.2,1.5,1.0,6.8,2.1,1.9,-
951-1000,791-800,Instituto Tecnológico de Buenos Aires (ITBA),AR,8.8,24.6,39.0,1.3,17.3,12.3,2.7,22.3,,-
951-1000,951-1000,Khon Kaen University,TH,17.2,10.7,7.4,4.4,5.3,2.3,50.9,4.4,31.8,-
951-1000,951-1000,King Mongkut's University of Technology Thonburi ,TH,13.2,6.3,13.3,8.5,9.5,3.2,36.9,2.6,41.0,-
951-1000,901-950,Kumamoto University,JP,7.1,2.8,55.2,12.6,7.2,3.5,35.1,2.9,8.0,-
951-1000,1001-1200,Mansoura University,EG,14.1,12.0,3.3,2.6,6.7,5.7,74.7,4.4,40.4,-
951-1000,851-900,Niigata University,JP,4.9,3.2,85.3,3.8,4.6,3.1,18.4,5.7,1.8,-
951-1000,901-950,Northern Borders University,SA,13.1,4.7,20.2,2.1,98.4,4.8,13.1,2.4,1.0,-
951-1000,901-950,Pontificia Universidad Católica del Ecuador (PUCE),EC,17.3,16.2,11.5,1.3,14.2,1.7,27.1,34.0,1.0,-
951-1000,901-950,Prince of Songkla University,TH,21.6,5.6,16.4,3.3,5.3,1.9,40.3,3.9,24.2,-
951-1000,851-900,"Queen Margaret University , Edinburgh",GB,3.5,4.3,5.2,18.3,59.9,73.3,3.3,1.4,1.0,-
951-1000,901-950,Rhodes University ,ZA,6.3,7.7,12.9,12.6,,33.2,54.5,35.5,2.9,-
951-1000,901-950,Riga Stradins University,LV,6.1,13.4,14.1,1.9,22.3,90.8,15.1,11.4,1.1,-
951-1000,901-950,S.D. Asfendiyarov Kazakh National Medical University,KZ,6.7,4.2,59.7,1.1,10.4,64.7,3.9,3.4,1.1,-
951-1000,,Saveetha Institute of Medical and Technical Sciences (deemed to be university),IN,5.5,2.6,21.1,7.2,87.1,7.2,60.8,1.9,1.7,-
951-1000,901-950,Sophia University ,JP,12.7,19.9,21.9,1.8,34.5,10.8,8.6,11.7,5.2,-
951-1000,851-900,Southern Federal University,RU,6.6,3.8,67.9,1.9,2.9,25.2,40.1,1.8,1.2,-
951-1000,901-950,St. Louis University,US,4.4,2.6,53.2,13.5,12.7,11.0,28.7,9.0,1.7,-
951-1000,951-1000,The University of Alabama,US,10.0,20.3,5.3,11.9,5.3,2.5,54.9,10.7,6.7,-
951-1000,1001-1200,The University of Lahore,PK,11.1,19.4,12.3,3.3,4.0,3.0,61.4,2.7,19.7,-
951-1000,901-950,Universidad Autónoma Metropolitana (UAM),MX,23.6,11.3,3.7,2.5,7.8,1.2,45.6,4.6,9.4,-
951-1000,1001-1200,Universidad de Córdoba - España,ES,10.6,3.9,26.5,12.0,,,84.2,4.8,5.6,-
951-1000,791-800,Universidad de La Sabana,CO,21.0,25.5,14.2,2.0,3.9,1.8,13.1,10.5,1.1,-
951-1000,1001-1200,Universidad de León,ES,6.7,3.6,51.6,4.5,2.3,7.2,44.9,2.8,38.5,-
951-1000,951-1000,Universidad de los Andes - Chile,CL,16.4,18.1,8.4,2.8,12.2,2.0,22.6,38.6,1.2,-
951-1000,801-850,Universidad de San Andrés - UdeSA,AR,7.7,19.7,46.0,2.2,7.5,4.1,13.2,29.8,,-
951-1000,951-1000,Universidad Nacional de Rosario (UNR),AR,19.5,7.7,31.2,1.1,,6.4,26.8,10.7,1.0,-
951-1000,801-850,Universidad Técnica Federico Santa María (USM),CL,9.8,33.0,3.2,5.0,13.8,1.6,41.6,13.1,7.6,-
951-1000,851-900,Universidad Torcuato Di Tella,AR,12.4,20.8,14.4,2.6,33.1,7.8,4.5,35.6,,-
951-1000,1401+,Université Sorbonne Paris Nord,FR,9.5,4.1,4.2,29.3,,,61.0,3.9,1.4,-
951-1000,951-1000,Université Toulouse 1 Capitole,FR,13.4,4.6,1.7,6.2,25.5,50.2,52.6,6.1,1.8,-
951-1000,951-1000,Universiti Pendidikan Sultan Idris (UPSI),MY,13.1,9.9,27.5,2.7,21.3,38.3,21.1,3.9,2.2,-
951-1000,951-1000,University of Bahrain,BH,9.7,5.1,7.0,2.2,87.0,8.9,36.2,36.3,1.1,-
951-1000,901-950,University of Central Lancashire,GB,5.4,4.9,10.9,3.8,35.5,82.0,53.9,2.1,1.5,-
951-1000,1001-1200,University of Colombo,LK,13.1,18.0,2.5,3.2,1.1,1.2,19.3,69.6,16.3,-
951-1000,901-950,University of Denver,US,5.4,7.4,42.2,7.8,7.7,5.8,32.7,25.6,9.9,-
951-1000,851-900,University of Parma,IT,9.5,2.7,2.9,25.4,3.8,9.1,69.4,9.2,2.3,-
951-1000,1001-1200,University of Regina,CA,3.3,2.5,3.9,21.0,7.3,38.3,39.1,4.1,44.6,-
951-1000,1001-1200,University of South Bohemia,CZ,5.2,2.3,56.0,5.7,21.5,11.4,55.3,1.6,5.7,-
951-1000,951-1000,University of the Western Cape,ZA,8.6,5.3,4.1,14.1,25.2,3.7,76.8,21.0,2.2,-
951-1000,1001-1200,Yarmouk University,JO,14.1,20.1,3.1,2.6,7.3,8.8,45.3,33.8,7.5,-
951-1000,951-1000,Yeungnam University ,KR,3.8,2.9,13.4,26.9,34.2,7.5,43.9,2.7,1.6,-
1001-1200,1201-1400,Al-Azhar University,EG,13.1,10.3,11.0,1.4,1.4,9.5,58.3,22.6,1.1,-
1001-1200,1001-1200,Aligarh Muslim University,IN,11.1,2.8,16.2,12.1,1.0,1.4,46.0,2.7,13.2,-
1001-1200,1001-1200,Amity University,IN,9.8,10.6,10.7,7.1,3.7,21.1,61.5,4.1,10.8,-
1001-1200,1001-1200,Amrita Vishwa Vidyapeetham,IN,5.8,4.7,24.0,5.7,35.5,1.6,39.7,1.7,1.1,-
1001-1200,1001-1200,An-Najah National University,PS,7.7,12.1,7.3,2.3,34.6,24.8,31.8,21.8,1.1,-
1001-1200,1001-1200,"Arab Academy for Science, Technology and Maritime Transport",EG,7.4,8.4,33.0,1.5,6.8,20.4,29.8,11.4,1.6,-
1001-1200,1001-1200,Assiut University ,EG,11.4,9.8,13.6,2.2,11.8,3.5,56.0,2.5,5.4,-
1001-1200,1201-1400,Azerbaijan State Oil and Industry University,AZ,7.3,5.3,29.9,1.1,17.4,2.6,6.6,31.4,,-
1001-1200,1001-1200,Azerbaijan State University of Economics,AZ,13.0,14.5,26.1,1.2,14.2,3.4,4.6,38.6,1.9,-
1001-1200,1001-1200,Banaras Hindu University,IN,13.5,8.0,12.4,9.0,1.2,1.7,56.4,8.8,2.7,-
1001-1200,1001-1200,Baylor University,US,6.1,9.1,11.9,7.5,2.4,3.8,41.8,11.6,4.0,-
1001-1200,951-1000,Bielefeld University,DE,14.2,3.3,8.0,6.7,20.0,7.0,67.0,2.9,4.9,-
1001-1200,1001-1200,Binghamton University SUNY,US,7.0,5.1,5.7,15.8,10.8,10.3,44.2,3.9,3.1,-
1001-1200,1001-1200,Birmingham City University ,GB,6.2,4.4,7.3,3.2,42.0,73.8,27.2,6.5,1.4,-
1001-1200,1001-1200,BRAC University,BD,11.6,27.9,10.0,2.0,2.0,1.4,21.4,3.8,1.1,-
1001-1200,1001-1200,Brigham Young University,US,7.5,7.0,4.8,10.4,1.3,3.0,52.4,22.2,3.8,-
1001-1200,1001-1200,Canterbury Christ Church University,GB,5.1,2.2,4.7,3.7,34.5,87.6,17.7,1.3,1.0,-
1001-1200,1001-1200,Chang Jung Christian University,TW,8.5,4.6,48.4,1.6,6.1,4.4,4.8,2.0,1.1,-
1001-1200,1001-1200,Chung Yuan Christian University,TW,6.3,5.3,4.3,15.6,3.9,6.7,15.1,22.4,7.9,-
1001-1200,1001-1200,Chungbuk National University,KR,3.8,2.7,34.1,10.3,10.5,7.7,27.4,1.7,15.4,-
1001-1200,901-950,College of William and Mary,US,8.1,9.1,20.9,11.4,6.3,5.4,33.1,23.7,4.3,-
1001-1200,1001-1200,Corvinus University of Budapest,HU,10.3,21.6,4.7,3.1,7.3,34.8,19.3,33.5,1.0,-
1001-1200,1001-1200,Cracow University of Technology (Politechnika Krakowska),PL,11.0,21.3,21.7,4.7,2.6,3.3,46.5,5.4,1.0,-
1001-1200,1001-1200,Dankook University ,KR,5.8,4.0,59.2,3.0,4.2,7.1,13.0,2.9,4.1,-
1001-1200,1001-1200,EGE UNIVERSITY,TR,10.0,13.6,15.8,3.2,1.3,7.8,68.6,2.1,1.4,-
1001-1200,1001-1200,Escuela Superior Politécnica del Litoral (ESPOL),EC,14.3,8.4,22.4,2.6,12.0,1.6,27.5,8.6,22.7,-
1001-1200,1001-1200,Fordham University ,US,6.8,8.3,14.8,5.4,6.3,13.9,23.9,29.1,1.4,-
1001-1200,1201-1400,Gebze Technical University (GTU),TR,4.5,3.4,7.8,18.5,6.2,3.8,37.3,2.3,3.8,-
1001-1200,951-1000,George Mason University,US,8.8,4.8,12.4,9.2,10.0,15.3,60.9,11.9,22.5,-
1001-1200,951-1000,Gifu University,JP,6.6,2.3,57.9,7.6,4.3,3.3,20.6,1.8,3.1,-
1001-1200,1001-1200,Glasgow Caledonian University,GB,5.2,5.4,4.3,6.3,30.1,34.9,37.2,6.8,23.5,-
1001-1200,951-1000,Gunma University,JP,3.5,1.9,85.8,4.7,4.0,3.2,8.7,1.9,1.0,-
1001-1200,1401+,Guru Gobind Singh Indraprastha University,IN,4.5,4.4,6.6,27.7,3.7,5.1,17.3,6.4,2.2,-
497,502,Jilin University,CN,12.1,46.1,37.4,27.4,11.6,2.1,62.2,23.2,9.1,24.2
1001-1200,1001-1200,Nanjing Normal University,CN,5.0,1.8,15.8,26.8,,4.2,53.3,4.4,2.9,-
1001-1200,1001-1200,Howard University,US,7.0,9.2,38.9,3.0,1.1,4.1,31.9,18.8,1.1,-
1001-1200,1001-1200,Hungarian University of Agriculture and Life Sciences,HU,6.0,4.9,30.4,3.2,2.2,29.2,53.5,3.6,1.3,-
1001-1200,951-1000,Indiana University–Purdue University Indianapolis,US,7.1,4.5,22.2,10.0,28.8,6.6,33.6,3.7,6.7,-
1001-1200,1001-1200,International Christian University,JP,5.2,11.5,19.4,1.5,76.3,4.5,10.1,12.0,,-
1001-1200,1201-1400,International Islamic University Islamabad (IIU),PK,7.0,10.7,3.5,8.0,4.2,6.1,50.3,4.3,1.1,-
1001-1200,951-1000,Islamic University of Madinah,SA,5.5,1.9,6.6,1.5,36.3,100.0,10.3,2.1,1.0,-
1001-1200,1001-1200,"ITESO, Universidad Jesuita de Guadalajara",MX,6.3,4.4,72.8,1.0,2.4,1.5,3.5,1.9,1.0,-
1001-1200,1001-1200,Jiangnan University,CN,4.4,3.3,20.0,26.7,,,44.4,1.4,1.2,-
1001-1200,1001-1200,Kagoshima University,JP,6.1,2.9,63.6,3.5,3.8,2.8,26.6,1.7,1.0,-
1001-1200,1001-1200,Kangwon National University ,KR,4.8,4.7,22.2,8.2,4.7,2.6,27.6,2.8,34.5,-
1001-1200,1001-1200,Kazakh-British Technical University,KZ,14.4,28.2,16.1,1.5,6.0,2.5,13.8,3.4,1.2,-
1001-1200,1001-1200,Kent State University,US,5.5,2.9,6.2,12.7,19.2,6.6,57.1,7.6,2.8,-
1001-1200,1001-1200,Kyushu Institute of Technology ,JP,4.6,5.4,9.6,25.6,7.1,3.5,20.6,1.9,1.1,-
1001-1200,1001-1200,Leeds Beckett University,GB,4.5,5.9,3.8,7.5,39.1,27.4,24.8,8.5,1.5,-
1001-1200,1001-1200,Lobachevsky University,RU,7.9,3.9,41.1,2.0,2.0,22.3,18.1,3.2,1.3,-
1001-1200,1001-1200,Lodz University of Technology,PL,5.0,3.4,46.2,8.9,3.3,4.0,50.7,3.2,4.0,-
1001-1200,901-950,London Metropolitan University,GB,5.0,3.0,3.8,3.3,59.5,100.0,16.1,13.5,1.0,-
1001-1200,901-950,Loyola University Chicago,US,8.5,17.3,23.2,7.0,6.5,3.0,39.5,13.2,1.9,-
1001-1200,951-1000,Lviv Polytechnic National University,UA,8.4,13.5,28.4,1.9,1.4,1.2,18.9,15.2,11.5,-
1001-1200,1201-1400,Marmara University,TR,8.1,11.4,4.4,2.4,2.9,4.2,45.3,23.9,2.7,-
1001-1200,1001-1200,Mississippi State University,US,6.2,3.6,7.4,17.4,8.9,3.1,50.6,7.1,4.5,-
1001-1200,1001-1200,Multimedia University (MMU),MY,11.0,15.4,10.9,4.7,28.5,30.3,19.6,3.8,3.7,-
1001-1200,1001-1200,Mustansiriyah University,IQ,5.0,8.4,51.2,1.3,35.7,3.6,14.0,4.2,1.1,-
1001-1200,1001-1200,Mutah University,JO,9.1,11.0,11.0,1.8,10.1,32.5,25.7,7.3,1.6,-
1001-1200,1001-1200,Mykolas Romeris University,LT,6.2,8.7,13.9,4.5,14.0,35.3,15.0,47.2,11.8,-
1001-1200,1001-1200,Southwest University,CN,3.0,1.9,13.3,23.9,1.3,1.7,44.1,10.6,2.3,-
1001-1200,1201-1400,Narxoz University,KZ,9.6,7.5,12.9,1.3,14.9,6.2,1.0,60.3,1.4,-
1001-1200,901-950,National Chung Cheng University,TW,12.5,24.9,14.5,4.9,4.7,3.5,21.4,2.7,9.9,-
1001-1200,901-950,"National Technical University ""Kharkiv Polytechnic Institute""",UA,6.5,10.6,54.3,1.3,1.7,20.1,11.4,4.0,1.6,-
1001-1200,1001-1200,National University of Kyiv-Mohyla Academy (NaUKMA),UA,5.1,10.6,44.2,1.2,2.1,1.1,6.3,13.5,1.0,-
1001-1200,951-1000,NJSC KIMEP University,KZ,5.9,14.3,13.8,4.0,75.6,15.7,2.5,27.6,1.0,-
1001-1200,1001-1200,Northern Arizona University,US,5.8,6.2,5.1,13.1,3.0,3.1,55.1,4.6,6.4,-
1001-1200,1001-1200,Northwest University (China),CN,4.0,1.4,48.8,17.2,3.5,2.6,33.9,3.0,1.4,-
1001-1200,951-1000,O.P. Jindal Global University,IN,8.8,10.0,53.8,1.6,18.0,1.2,8.4,3.2,2.3,-
1001-1200,1001-1200,Ohio University,US,8.1,5.5,5.7,10.5,2.4,3.3,41.4,16.9,2.7,-
1001-1200,1001-1200,Panjab University,IN,7.8,7.3,6.2,24.1,,1.7,30.9,31.8,2.4,-
1001-1200,1001-1200,Paul Valéry University Montpellier,FR,11.8,2.8,2.9,5.3,5.0,32.2,48.3,2.1,2.8,-
1001-1200,1001-1200,Pontifícia Universidade Católica de São Paulo,BR,10.1,14.8,37.6,1.2,3.8,1.2,1.8,34.1,1.0,-
1001-1200,1001-1200,Pozna? University of Technology,PL,7.8,6.8,31.6,6.3,2.3,5.7,44.9,5.2,1.4,-
1001-1200,1001-1200,Rochester Institute of Technology (RIT),US,7.2,10.7,19.2,6.3,4.7,16.1,36.8,9.0,34.5,-
1001-1200,1001-1200,Russian Presidential Academy of National Economy and Public Administration,RU,4.9,7.6,47.8,1.1,1.8,2.8,17.7,41.8,1.0,-
1001-1200,951-1000,Saint Petersburg Electrotechnical University ETU-LETI,RU,5.4,3.6,46.4,1.8,4.2,46.3,14.6,5.6,1.1,-
1001-1200,1001-1200,Saint-Petersburg Mining University,RU,3.6,3.2,64.1,2.1,21.1,29.3,6.5,8.0,1.1,-
1001-1200,901-950,Samara National Research University (Samara University),RU,4.1,2.2,75.4,2.1,2.2,12.3,17.0,9.1,1.2,-
1001-1200,1001-1200,San Diego State University,US,5.4,3.0,3.3,14.3,5.2,3.5,68.7,15.8,9.4,-
1001-1200,1001-1200,Sheffield Hallam University,GB,6.7,8.6,9.5,4.5,33.6,33.1,50.4,8.6,2.2,-
1001-1200,1001-1200,Shinshu University ,JP,3.6,3.2,34.9,11.2,5.5,2.6,24.1,1.8,1.1,-
1001-1200,1001-1200,"Siberian Federal University, SibFU",RU,6.8,4.5,18.9,3.8,46.3,31.6,32.6,8.0,1.2,-
1001-1200,1001-1200,Silesian University of Technology,PL,6.8,3.8,30.3,7.0,2.9,3.3,63.4,9.5,1.4,-
1001-1200,,Slovak University of Agriculture in Nitra,SK,8.5,9.0,25.8,7.2,7.1,4.4,29.0,4.9,1.0,-
1001-1200,1001-1200,Slovak University of Technology in Bratislava,SK,9.1,9.0,38.8,3.8,2.4,6.5,48.3,15.0,1.0,-
1001-1200,,Sohar University,OM,4.4,5.0,2.2,9.0,100.0,1.7,9.0,53.7,1.0,-
1001-1200,1001-1200,Soonchunhyang University,KR,5.6,4.7,55.2,5.7,5.5,3.9,11.7,1.8,6.4,-
1001-1200,1001-1200,Southern Methodist University,US,4.9,3.6,29.3,7.2,6.8,8.7,30.2,38.8,2.4,-
1001-1200,1201-1400,Hohai University,CN,4.1,1.5,7.9,16.5,,,70.7,2.2,2.4,-
1001-1200,1201-1400,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,IN,8.6,16.0,13.4,4.0,1.5,1.6,56.2,1.8,12.7,-
1001-1200,951-1000,Sumy State University,UA,5.8,5.3,35.1,2.5,3.1,40.5,28.9,3.8,7.5,-
1001-1200,901-950,Sungshin Women's University,KR,5.6,8.3,81.9,1.2,2.7,4.3,4.2,1.7,1.0,-
1001-1200,1001-1200,Széchenyi István University,HU,9.2,31.2,25.0,1.6,3.4,6.7,7.4,3.9,3.5,-
1001-1200,1001-1200,Taibah University,SA,6.1,2.1,4.5,3.6,94.4,2.0,38.6,2.0,1.1,-
1001-1200,1001-1200,Tallinn University ,EE,9.0,4.3,7.9,5.5,43.8,19.4,49.4,31.0,1.0,-
1001-1200,1001-1200,Technical University of Kosice,SK,7.5,4.4,19.8,5.5,1.5,56.2,37.2,4.5,1.0,-
1001-1200,951-1000,Tecnológico de Costa Rica -TEC,CR,8.4,21.0,21.4,1.4,7.0,1.9,12.4,8.8,1.0,-
1001-1200,1001-1200,Telkom University,ID,8.7,12.1,21.3,1.5,35.5,6.5,10.0,5.7,1.5,-
1001-1200,1201-1400,The Hashemite University,JO,9.4,14.6,4.2,3.6,7.2,14.6,39.1,3.6,2.4,-
1001-1200,1001-1200,The University of Northampton,GB,3.2,2.7,5.2,2.6,36.3,96.6,8.4,4.1,1.0,-
1001-1200,1001-1200,The University of Texas at Arlington,US,4.6,5.1,4.5,9.8,1.9,29.6,61.6,8.1,40.4,-
1001-1200,1001-1200,Tokushima University,JP,4.4,1.8,64.0,5.6,2.5,2.2,18.4,4.1,1.0,-
1001-1200,951-1000,Tokyo Metropolitan University,JP,12.8,5.5,32.0,11.4,7.3,4.5,29.5,4.0,1.1,-
1001-1200,1001-1200,Universidad Andrés Bello,CL,12.3,7.4,6.9,2.3,7.1,1.9,51.2,2.1,4.0,-
1001-1200,1001-1200,Universidad Austral de Chile,CL,13.9,8.0,3.1,7.3,15.6,1.6,45.4,3.5,5.6,-
1001-1200,1001-1200,Universidad Autónoma Chapingo,MX,3.7,2.5,80.2,1.4,2.6,1.3,3.8,4.8,1.0,-
1001-1200,1001-1200,Universidad Autónoma de Nuevo León,MX,14.5,8.5,2.3,1.8,2.9,1.1,35.9,13.4,10.6,-
1001-1200,1001-1200,Universidad Autónoma del Estado de México (UAEMex),MX,19.3,8.2,4.6,1.5,3.0,1.3,16.0,1.8,4.9,-
1001-1200,951-1000,Universidad de Castilla-La Mancha,ES,7.9,2.1,16.9,9.7,2.1,5.2,71.6,4.9,8.8,-
1001-1200,851-900,Universidad de Guadalajara (UDG),MX,18.9,7.5,17.1,1.2,2.2,1.1,47.1,5.8,6.0,-
1001-1200,1201-1400,Universidad de La Frontera (UFRO),CL,10.3,3.0,4.1,9.3,6.0,1.2,53.3,2.3,1.5,-
1001-1200,951-1000,Universidad de las Américas Puebla (UDLAP),MX,7.9,9.1,44.2,1.9,21.5,7.4,6.9,3.8,1.0,-
1001-1200,1001-1200,Universidad de Lima,PE,9.6,26.2,3.8,1.2,3.2,2.1,8.7,20.9,1.0,-
1001-1200,1001-1200,Universidad de Los Andes - (ULA) Mérida,VE,14.6,8.5,25.4,1.2,1.3,1.6,15.5,18.8,1.3,-
1001-1200,1001-1200,Universidad de Oviedo,ES,12.5,3.7,20.0,6.5,4.1,1.7,70.7,8.5,5.1,-
1001-1200,1001-1200,Universidad de Puerto Rico,PR,10.2,6.8,14.4,2.0,1.3,1.5,39.4,62.2,2.3,-
1001-1200,1001-1200,Universidad de Talca,CL,10.8,5.6,6.4,6.2,21.4,1.4,35.7,2.1,1.3,-
1001-1200,1001-1200,Universidad del Norte ,CO,9.6,11.9,10.8,2.9,7.7,1.4,29.6,7.6,21.3,-
1001-1200,1001-1200,Universidad del Pacífico,PE,7.0,28.0,3.0,3.1,9.4,2.2,5.3,16.6,1.5,-
1001-1200,1001-1200,Universidad del Valle,CO,18.1,8.2,7.7,1.9,2.1,1.3,20.5,21.4,1.7,-
1001-1200,951-1000,Universidad Diego Portales (UDP),CL,14.7,14.9,8.6,3.7,13.1,2.9,39.6,6.2,2.3,-
1001-1200,901-950,Universidad ICESI,CO,5.7,6.1,78.6,1.6,3.7,2.5,8.7,9.7,1.0,-
1001-1200,1001-1200,Universidad Nacional de Cuyo,AR,12.9,6.1,23.0,1.6,1.8,13.9,27.4,10.3,8.4,-
1001-1200,1001-1200,Universidad Nacional de la Asunción,PY,6.1,5.3,31.7,1.1,1.3,1.7,11.8,69.0,1.1,-
1001-1200,1001-1200,Universidad Nacional de San Luis,AR,3.8,1.4,73.8,1.2,,,9.8,1.2,1.0,-
1001-1200,1001-1200,Universidad Nacional del Centro de la Provincia de Buenos Aires (UNICEN),AR,5.5,2.5,76.8,1.3,,,13.9,1.3,1.0,-
1001-1200,951-1000,Universidad Peruana Cayetano Heredia (UPCH),PE,9.5,8.5,45.5,2.2,1.8,1.4,28.9,3.8,9.8,-
1001-1200,951-1000,Universidad Rey Juan Carlos,ES,7.9,8.3,7.2,4.5,16.5,12.4,62.9,7.0,24.0,-
1001-1200,951-1000,Universidad Simón Bolívar (USB),VE,13.7,15.9,14.4,2.6,1.7,1.0,11.5,11.2,1.0,-
1001-1200,951-1000,Universidad Tecnológica de Panamá (UTP),PA,7.8,17.8,27.2,1.1,4.1,3.9,4.9,6.1,1.1,-
1001-1200,1001-1200,Universidad Tecnológica Nacional (UTN),AR,4.5,14.3,49.7,1.1,,1.5,11.4,6.7,1.0,-
1001-1200,1001-1200,Universidade da Coruña ,ES,5.9,4.8,24.2,7.3,2.9,4.5,56.1,1.8,23.2,-
1001-1200,1001-1200,Universidade Federal de Pernambuco (UFPE) ,BR,11.6,2.4,15.5,4.1,1.5,1.2,55.1,3.7,1.2,-
1001-1200,1001-1200,Universidade Federal de São Carlos (UFSCar),BR,11.8,6.4,15.5,17.8,2.6,1.6,45.5,1.8,2.7,-
1001-1200,1001-1200,Universidade Federal do Paraná - UFPR,BR,13.0,5.8,20.1,5.2,2.9,6.0,52.6,9.6,2.0,-
1001-1200,1201-1400,Universidade Federal Fluminense ,BR,9.6,2.5,12.8,3.6,6.3,1.2,52.2,10.9,13.1,-
1001-1200,1001-1200,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",IT,3.7,1.6,3.3,29.3,3.8,2.8,58.5,1.2,1.2,-
1001-1200,1001-1200,Università degli Studi di Udine,IT,7.1,2.7,11.3,16.7,4.2,3.7,53.5,1.9,4.3,-
1001-1200,1001-1200,Università del Salento,IT,7.1,1.7,6.9,21.7,1.7,1.5,65.2,1.6,2.7,-
1001-1200,1001-1200,Universitas Hasanuddin,ID,14.3,13.0,22.2,1.3,8.8,1.4,15.9,15.0,1.1,-
1001-1200,1001-1200,Universitas Sebelas Maret,ID,12.9,16.3,16.0,1.5,17.1,2.8,14.9,2.4,9.3,-
1001-1200,1001-1200,Universitat de Lleida,ES,6.0,2.0,19.2,13.0,5.5,9.6,51.8,3.0,38.5,-
1001-1200,1001-1200,Universität Siegen,DE,4.5,1.7,9.2,6.8,57.7,28.0,40.0,3.9,1.2,-
1001-1200,1001-1200,Université de Caen Normandie,FR,8.8,2.8,6.6,6.3,8.1,6.2,74.6,2.1,1.9,-
1001-1200,1001-1200,Université de Poitiers,FR,7.9,1.7,5.4,5.2,,26.4,75.3,6.7,2.1,-
1001-1200,1001-1200,Université de Sfax,TN,7.0,4.1,44.0,3.7,1.1,3.2,50.8,10.3,8.0,-
1001-1200,1001-1200,Université de Sousse,TN,4.5,1.8,51.1,1.7,1.1,2.2,37.0,3.9,1.0,-
1001-1200,1001-1200,Université de Toulouse II-Le Mirail,FR,9.4,2.7,1.3,7.1,27.2,19.7,67.0,2.1,1.2,-
1001-1200,1201-1400,Université de Tunis,TN,7.2,3.9,19.4,1.9,2.0,1.8,27.0,48.1,1.0,-
1001-1200,1001-1200,Université Lumière Lyon 2,FR,10.1,2.5,4.5,6.2,26.7,35.5,59.1,1.3,1.7,-
1001-1200,1201-1400,Université Mohammed V de Rabat,MA,3.7,3.3,1.5,4.5,3.8,2.6,77.7,70.1,2.9,-
1001-1200,1201-1400,Université Paris-Nanterre,FR,11.4,2.6,3.3,2.5,8.6,1.4,56.9,29.1,1.6,-
1001-1200,1001-1200,Universiti Malaysia Sabah (UMS),MY,14.7,8.9,8.5,3.7,10.2,4.7,28.2,3.8,1.4,-
1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),MY,13.2,7.3,13.1,3.2,34.8,10.5,28.9,3.7,9.1,-
1001-1200,1001-1200,Universiti Malaysia Terengganu (UMT),MY,10.5,4.3,12.0,12.2,11.1,12.1,50.2,3.7,18.2,-
1001-1200,1001-1200,Universiti Tun Hussein Onn University of Malaysia (UTHM),MY,10.3,6.2,9.9,8.6,6.3,6.5,43.8,3.8,10.3,-
1001-1200,1001-1200,University of Arkansas Fayetteville ,US,5.8,3.5,6.3,11.9,4.8,3.0,51.6,15.4,3.8,-
1001-1200,1001-1200,University of Derby,GB,4.8,4.8,10.7,5.1,29.1,45.5,45.7,2.1,2.4,-
1001-1200,1001-1200,University of Deusto,ES,6.3,24.9,4.6,7.8,4.7,14.5,24.2,45.0,1.1,-
